STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period,TIMELINESS,Timeliness,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,RE_TPES,Renewable energy supply,PT_SUP_NRG,Percentage of energy supply,_T,Total - all activities,2021,,0.75,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,RE_TPES,Renewable energy supply,PT_SUP_NRG,Percentage of energy supply,_T,Total - all activities,2020,,0.69,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,RE_TPES,Renewable energy supply,PT_SUP_NRG,Percentage of energy supply,_T,Total - all activities,2019,,0.47,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,RE_TPES,Renewable energy supply,PT_SUP_NRG,Percentage of energy supply,_T,Total - all activities,2018,,0.23,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,RE_TPES,Renewable energy supply,PT_SUP_NRG,Percentage of energy supply,_T,Total - all activities,2017,,0.19,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,RE_TPES,Renewable energy supply,PT_SUP_NRG,Percentage of energy supply,_T,Total - all activities,2016,,0.12,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,RE_TPES,Renewable energy supply,PT_SUP_NRG,Percentage of energy supply,_T,Total - all activities,2015,,0.13,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,RE_TPES,Renewable energy supply,PT_SUP_NRG,Percentage of energy supply,_T,Total - all activities,2014,,0.14,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,RE_TPES,Renewable energy supply,PT_SUP_NRG,Percentage of energy supply,_T,Total - all activities,2013,,0.09,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,RE_TPES,Renewable energy supply,PT_SUP_NRG,Percentage of energy supply,_T,Total - all activities,2012,,0.07,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,RE_TPES,Renewable energy supply,PT_SUP_NRG,Percentage of energy supply,_T,Total - all activities,2011,,0.08,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,RE_TPES,Renewable energy supply,PT_SUP_NRG,Percentage of energy supply,_T,Total - all activities,2010,,0.08,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,RE_TPES,Renewable energy supply,PT_SUP_NRG,Percentage of energy supply,_T,Total - all activities,2009,,0.07,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,_T,Total - all activities,2007,,2.95,,A,Normal value,,,0,Units,Q,Constant prices,2015,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,_T,Total - all activities,2006,,4.01,,A,Normal value,,,0,Units,Q,Constant prices,2015,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,_T,Total - all activities,2005,,3.73,,A,Normal value,,,0,Units,Q,Constant prices,2015,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,_T,Total - all activities,2004,,3.87,,A,Normal value,,,0,Units,Q,Constant prices,2015,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,_T,Total - all activities,2003,,4.25,,A,Normal value,,,0,Units,Q,Constant prices,2015,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,_T,Total - all activities,2002,,5.24,,A,Normal value,,,0,Units,Q,Constant prices,2015,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,_T,Total - all activities,2001,,6.53,,A,Normal value,,,0,Units,Q,Constant prices,2015,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,_T,Total - all activities,2000,,6.39,,A,Normal value,,,0,Units,Q,Constant prices,2015,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,_T,Total - all activities,2023,,5.15,,A,Normal value,,,0,Units,Q,Constant prices,2015,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,_T,Total - all activities,2022,,5.45,,A,Normal value,,,0,Units,Q,Constant prices,2015,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,_T,Total - all activities,2021,,5.77,,A,Normal value,,,0,Units,Q,Constant prices,2015,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,_T,Total - all activities,2020,,5.5,,A,Normal value,,,0,Units,Q,Constant prices,2015,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,_T,Total - all activities,2019,,5.04,,A,Normal value,,,0,Units,Q,Constant prices,2015,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,_T,Total - all activities,2018,,5.47,,A,Normal value,,,0,Units,Q,Constant prices,2015,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,_T,Total - all activities,2017,,4.85,,A,Normal value,,,0,Units,Q,Constant prices,2015,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,_T,Total - all activities,2016,,6.05,,A,Normal value,,,0,Units,Q,Constant prices,2015,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,_T,Total - all activities,2015,,5.78,,A,Normal value,,,0,Units,Q,Constant prices,2015,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,_T,Total - all activities,2014,,3.88,,A,Normal value,,,0,Units,Q,Constant prices,2015,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,_T,Total - all activities,2013,,8.01,,A,Normal value,,,0,Units,Q,Constant prices,2015,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,_T,Total - all activities,2012,,5.57,,A,Normal value,,,0,Units,Q,Constant prices,2015,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,_T,Total - all activities,2011,,3.19,,A,Normal value,,,0,Units,Q,Constant prices,2015,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,_T,Total - all activities,2010,,3,,A,Normal value,,,0,Units,Q,Constant prices,2015,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ARE,United Arab Emirates,A,Annual,DMC_PROD,"Non-energy material productivity, GDP per unit of DMC",USD_KG,US dollars per kilogramme,_T,Total - all activities,2009,,2.55,,A,Normal value,,,0,Units,Q,Constant prices,2015,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,SAU,Saudi Arabia,A,Annual,NRGC,Energy consumption,PT_CONS_NRG,Percentage of energy consumption,_O,Other,2007,,39.36,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,SAU,Saudi Arabia,A,Annual,NRGC,Energy consumption,PT_CONS_NRG,Percentage of energy consumption,_O,Other,2006,,41.13,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,SAU,Saudi Arabia,A,Annual,NRGC,Energy consumption,PT_CONS_NRG,Percentage of energy consumption,_O,Other,2005,,42.15,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,SAU,Saudi Arabia,A,Annual,NRGC,Energy consumption,PT_CONS_NRG,Percentage of energy consumption,_O,Other,2004,,42.15,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,SAU,Saudi Arabia,A,Annual,NRGC,Energy consumption,PT_CONS_NRG,Percentage of energy consumption,_O,Other,2003,,41.08,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,SAU,Saudi Arabia,A,Annual,NRGC,Energy consumption,PT_CONS_NRG,Percentage of energy consumption,_O,Other,2002,,40.37,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,SAU,Saudi Arabia,A,Annual,NRGC,Energy consumption,PT_CONS_NRG,Percentage of energy consumption,_O,Other,2001,,40.54,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,SAU,Saudi Arabia,A,Annual,NRGC,Energy consumption,PT_CONS_NRG,Percentage of energy consumption,_O,Other,2000,,39.21,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,SAU,Saudi Arabia,A,Annual,NRGC,Energy consumption,PT_CONS_NRG,Percentage of energy consumption,_O,Other,2022,,39.15,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,SAU,Saudi Arabia,A,Annual,NRGC,Energy consumption,PT_CONS_NRG,Percentage of energy consumption,_O,Other,2021,,40.76,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,SAU,Saudi Arabia,A,Annual,NRGC,Energy consumption,PT_CONS_NRG,Percentage of energy consumption,_O,Other,2020,,41.45,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,SAU,Saudi Arabia,A,Annual,NRGC,Energy consumption,PT_CONS_NRG,Percentage of energy consumption,_O,Other,2019,,40.21,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,SAU,Saudi Arabia,A,Annual,NRGC,Energy consumption,PT_CONS_NRG,Percentage of energy consumption,_O,Other,2018,,39.19,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,SAU,Saudi Arabia,A,Annual,NRGC,Energy consumption,PT_CONS_NRG,Percentage of energy consumption,_O,Other,2017,,39.84,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,SAU,Saudi Arabia,A,Annual,NRGC,Energy consumption,PT_CONS_NRG,Percentage of energy consumption,_O,Other,2016,,37.84,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,SAU,Saudi Arabia,A,Annual,NRGC,Energy consumption,PT_CONS_NRG,Percentage of energy consumption,_O,Other,2015,,36.75,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,SAU,Saudi Arabia,A,Annual,NRGC,Energy consumption,PT_CONS_NRG,Percentage of energy consumption,_O,Other,2014,,37.38,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,SAU,Saudi Arabia,A,Annual,NRGC,Energy consumption,PT_CONS_NRG,Percentage of energy consumption,_O,Other,2013,,37.81,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,SAU,Saudi Arabia,A,Annual,NRGC,Energy consumption,PT_CONS_NRG,Percentage of energy consumption,_O,Other,2012,,38.82,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,SAU,Saudi Arabia,A,Annual,NRGC,Energy consumption,PT_CONS_NRG,Percentage of energy consumption,_O,Other,2011,,37.77,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,SAU,Saudi Arabia,A,Annual,NRGC,Energy consumption,PT_CONS_NRG,Percentage of energy consumption,_O,Other,2010,,38.65,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,SAU,Saudi Arabia,A,Annual,NRGC,Energy consumption,PT_CONS_NRG,Percentage of energy consumption,_O,Other,2009,,39.35,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,DNK,Denmark,A,Annual,WATER,Freshwater resources,_X,Unspecified,_T,Total - all activities,2008,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,DNK,Denmark,A,Annual,WATER,Freshwater resources,_X,Unspecified,_T,Total - all activities,2007,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,DNK,Denmark,A,Annual,WATER,Freshwater resources,_X,Unspecified,_T,Total - all activities,2006,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,DNK,Denmark,A,Annual,WATER,Freshwater resources,_X,Unspecified,_T,Total - all activities,2005,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,DNK,Denmark,A,Annual,WATER,Freshwater resources,_X,Unspecified,_T,Total - all activities,2004,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,DNK,Denmark,A,Annual,WATER,Freshwater resources,_X,Unspecified,_T,Total - all activities,2003,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,DNK,Denmark,A,Annual,WATER,Freshwater resources,_X,Unspecified,_T,Total - all activities,2002,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,DNK,Denmark,A,Annual,WATER,Freshwater resources,_X,Unspecified,_T,Total - all activities,2001,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,DNK,Denmark,A,Annual,WATER,Freshwater resources,_X,Unspecified,_T,Total - all activities,2000,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,DNK,Denmark,A,Annual,WATER,Freshwater resources,_X,Unspecified,_T,Total - all activities,2022,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,DNK,Denmark,A,Annual,WATER,Freshwater resources,_X,Unspecified,_T,Total - all activities,2021,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,DNK,Denmark,A,Annual,WATER,Freshwater resources,_X,Unspecified,_T,Total - all activities,2020,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
